"ID","SPECIES","TSECS","observedState","decodedState"
1,"Arctic tern",55901,"Foraging","Not-foraging"
1,"Arctic tern",55902,"Foraging","Not-foraging"
1,"Arctic tern",55903,"Foraging","Not-foraging"
1,"Arctic tern",55904,"Foraging","Not-foraging"
1,"Arctic tern",55905,"Foraging","Not-foraging"
1,"Arctic tern",55906,"Foraging","Not-foraging"
1,"Arctic tern",55907,"Foraging","Not-foraging"
1,"Arctic tern",55908,"Foraging","Not-foraging"
1,"Arctic tern",55909,"Foraging","Not-foraging"
1,"Arctic tern",55910,"Foraging","Not-foraging"
1,"Arctic tern",55911,"Foraging","Not-foraging"
1,"Arctic tern",55912,"Foraging","Not-foraging"
1,"Arctic tern",55913,"Foraging","Not-foraging"
1,"Arctic tern",55914,"Foraging","Not-foraging"
1,"Arctic tern",55915,"Foraging","Not-foraging"
1,"Arctic tern",55916,"Foraging","Not-foraging"
1,"Arctic tern",55917,"Foraging","Not-foraging"
1,"Arctic tern",55918,"Foraging","Not-foraging"
1,"Arctic tern",55919,"Foraging","Not-foraging"
1,"Arctic tern",55920,"Foraging","Not-foraging"
1,"Arctic tern",55921,"Foraging","Foraging"
1,"Arctic tern",55922,"Foraging","Not-foraging"
1,"Arctic tern",55923,"Foraging","Not-foraging"
1,"Arctic tern",55924,"Foraging","Not-foraging"
1,"Arctic tern",55925,"Foraging","Not-foraging"
1,"Arctic tern",55926,"Foraging","Not-foraging"
1,"Arctic tern",55927,"Foraging","Not-foraging"
1,"Arctic tern",55928,"Foraging","Not-foraging"
1,"Arctic tern",55929,"Foraging","Not-foraging"
1,"Arctic tern",55930,"Foraging","Not-foraging"
1,"Arctic tern",55931,"Foraging","Not-foraging"
1,"Arctic tern",55932,"Foraging","Not-foraging"
1,"Arctic tern",55933,"Foraging","Not-foraging"
1,"Arctic tern",55934,"Foraging","Not-foraging"
1,"Arctic tern",55935,"Foraging","Not-foraging"
1,"Arctic tern",55936,"Foraging","Not-foraging"
1,"Arctic tern",55937,"Foraging","Not-foraging"
1,"Arctic tern",55938,"Foraging","Not-foraging"
1,"Arctic tern",55939,"Foraging","Not-foraging"
1,"Arctic tern",55940,"Foraging","Not-foraging"
