"DATE_","ID","TSECS","SPECIES","LATITUDE","LONGITUDE","CONTBEH","DIST2COL","Observed_2State","Observed_3State","Observed_StateTw"
"2010-06-23",12,27454,"Common tern",55.32248,-1.521,"TS",1693.21046,"Travelling","Transit search","Foraging"
"2010-06-23",12,27455,"Common tern",55.32248,-1.52082,"TS",1700.19745,"Travelling","Transit search","Foraging"
"2010-06-23",12,27456,"Common tern",55.32248,-1.52063,"TS",1707.23509,"Travelling","Transit search","Foraging"
"2010-06-23",12,27457,"Common tern",55.3225,-1.52045,"TS",1712.98502,"Travelling","Transit search","Foraging"
"2010-06-23",12,27458,"Common tern",55.32252,-1.52026,"TS",1718.7993,"Travelling","Transit search","Foraging"
"2010-06-23",12,27459,"Common tern",55.32253,-1.52007,"TS",1724.67728,"Travelling","Transit search","Foraging"
"2010-06-23",12,27460,"Common tern",55.32255,-1.51989,"TS",1730.6183,"Travelling","Transit search","Foraging"
"2010-06-23",12,27461,"Common tern",55.32257,-1.5197,"TS",1736.62172,"Travelling","Transit search","Foraging"
"2010-06-23",12,27462,"Common tern",55.32254,-1.51951,"TS",1746.12557,"Travelling","Transit search","Foraging"
"2010-06-23",12,27463,"Common tern",55.32252,-1.51933,"TS",1755.66169,"Travelling","Transit search","Foraging"
"2010-06-23",12,27464,"Common tern",55.3225,-1.51914,"TS",1765.22957,"Travelling","Transit search","Foraging"
"2010-06-23",12,27465,"Common tern",55.32247,-1.51895,"TS",1774.82868,"Travelling","Transit search","Foraging"
"2010-06-23",12,27466,"Common tern",55.32245,-1.51877,"TS",1784.45854,"Travelling","Transit search","Foraging"
"2010-06-23",12,27467,"Common tern",55.32237,-1.51864,"TS",1796.59214,"Travelling","Transit search","Foraging"
"2010-06-23",12,27468,"Common tern",55.32228,-1.51852,"TS",1808.72577,"Travelling","Transit search","Foraging"
"2010-06-23",12,27469,"Common tern",55.3222,-1.5184,"TS",1820.85939,"Travelling","Transit search","Foraging"
"2010-06-23",12,27470,"Common tern",55.32212,-1.51827,"TS",1832.99305,"Travelling","Transit search","Foraging"
"2010-06-23",12,27471,"Common tern",55.32203,-1.51815,"TS",1845.1267,"Travelling","Transit search","Foraging"
"2010-06-23",12,27472,"Common tern",55.32192,-1.5181,"TS",1856.66661,"Travelling","Transit search","Foraging"
"2010-06-23",12,27473,"Common tern",55.32181,-1.51806,"TS",1868.22508,"Travelling","Transit search","Foraging"
"2010-06-23",12,27474,"Common tern",55.32169,-1.51801,"TS",1879.80176,"Travelling","Transit search","Foraging"
"2010-06-23",12,27475,"Common tern",55.32158,-1.51796,"TS",1891.39632,"Travelling","Transit search","Foraging"
"2010-06-23",12,27476,"Common tern",55.32147,-1.51792,"TS",1903.00843,"Travelling","Transit search","Foraging"
"2010-06-23",12,27477,"Common tern",55.32136,-1.5178,"TS",1916.59197,"Travelling","Transit search","Foraging"
"2010-06-23",12,27478,"Common tern",55.32126,-1.51768,"TS",1930.17684,"Travelling","Transit search","Foraging"
"2010-06-23",12,27479,"Common tern",55.32116,-1.51757,"TS",1943.76299,"Travelling","Transit search","Foraging"
"2010-06-23",12,27480,"Common tern",55.32105,-1.51745,"TS",1957.35039,"Travelling","Transit search","Foraging"
"2010-06-23",12,27481,"Common tern",55.32095,-1.51733,"TS",1970.93903,"Travelling","Transit search","Foraging"
"2010-06-23",12,27482,"Common tern",55.32088,-1.51717,"TS",1983.52837,"Travelling","Transit search","Foraging"
"2010-06-23",12,27483,"Common tern",55.32081,-1.51701,"TS",1996.12251,"Travelling","Transit search","Foraging"
"2010-06-23",12,27484,"Common tern",55.32074,-1.51684,"TS",2008.72139,"Travelling","Transit search","Foraging"
"2010-06-23",12,27485,"Common tern",55.32067,-1.51668,"TS",2021.32488,"Travelling","Transit search","Foraging"
"2010-06-23",12,27486,"Common tern",55.3206,-1.51652,"TS",2033.93292,"Travelling","Transit search","Foraging"
"2010-06-23",12,27487,"Common tern",55.32057,-1.51632,"TS",2044.19422,"Travelling","Transit search","Foraging"
"2010-06-23",12,27488,"Common tern",55.32055,-1.51612,"TS",2054.48432,"Travelling","Transit search","Foraging"
"2010-06-23",12,27489,"Common tern",55.32052,-1.51593,"TS",2064.80282,"Travelling","Transit search","Foraging"
"2010-06-23",12,27490,"Common tern",55.32049,-1.51573,"TS",2075.14927,"Travelling","Transit search","Foraging"
"2010-06-23",12,27491,"Common tern",55.32047,-1.51553,"TS",2085.52327,"Travelling","Transit search","Foraging"
"2010-06-23",12,27492,"Common tern",55.32045,-1.51536,"TS",2093.97544,"Travelling","Transit search","Foraging"
"2010-06-23",12,27493,"Common tern",55.32043,-1.51519,"TS",2102.4506,"Travelling","Transit search","Foraging"
"2010-06-23",12,27494,"Common tern",55.32042,-1.51502,"TS",2110.94847,"Travelling","Transit search","Foraging"
