"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37370,54.69102,-5.61317,"DF","Travelling",0.01311,1.38594,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37371,54.69113,-5.6131,"DF","Travelling",0.01311,1.39881,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37372,54.69124,-5.61302,"DF","Travelling",0.01311,1.41168,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37373,54.69135,-5.61295,"DF","Travelling",0.01384,1.42456,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37374,54.69147,-5.61288,"DF","Travelling",0.01384,1.43819,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37375,54.69158,-5.6128,"DF","Travelling",0.01384,1.45183,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37376,54.6917,-5.61272,"DF","Travelling",0.01384,1.46547,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37377,54.69182,-5.61265,"DF","Travelling",0.01267,1.47911,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37378,54.69192,-5.61259,"DF","Travelling",0.01267,1.49169,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37379,54.69203,-5.61253,"DF","Travelling",0.01267,1.50426,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37380,54.69214,-5.61247,"DF","Travelling",0.01267,1.51684,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37381,54.69225,-5.61241,"DF","Travelling",0.01267,1.52942,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37382,54.69236,-5.61234,"DF","Travelling",0.01267,1.542,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37383,54.69247,-5.61228,"DF","Travelling",0.01136,1.55458,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37384,54.69257,-5.61225,"DF","Travelling",0.01136,1.56596,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37385,54.69267,-5.61221,"DF","Travelling",0.01136,1.57734,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37386,54.69277,-5.61217,"DF","Travelling",0.01136,1.58872,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37387,54.69287,-5.61214,"DF","Travelling",0.01136,1.6001,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37388,54.69297,-5.6121,"DF","Travelling",0.01052,1.61148,"Incubation",0
