"DATE","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST2COL_km"
"2010-06-26",1,"Arctic",30519,56.19252,-2.54225,"AS","Foraging",0.00378,0.9898
"2010-06-26",1,"Arctic",30520,56.1925,-2.5423,"AS","Foraging",0.00378,0.9861
"2010-06-26",1,"Arctic",30521,56.19248,-2.54236,"AS","Foraging",0.00378,0.9824
"2010-06-26",1,"Arctic",30522,56.19247,-2.54241,"AS","Foraging",0.00378,0.9787
"2010-06-26",1,"Arctic",30523,56.19245,-2.54246,"AS","Foraging",0.00378,0.975
"2010-06-26",1,"Arctic",30524,56.19243,-2.54252,"AS","Foraging",0.00435,0.9713
"2010-06-26",1,"Arctic",30525,56.19243,-2.54259,"AS","Foraging",0.00435,0.96783
"2010-06-26",1,"Arctic",30526,56.19243,-2.54266,"AS","Foraging",0.00435,0.96436
"2010-06-26",1,"Arctic",30527,56.19242,-2.54273,"AS","Foraging",0.00435,0.96091
"2010-06-26",1,"Arctic",30528,56.19242,-2.5428,"AS","Foraging",0.00435,0.95746
"2010-06-26",1,"Arctic",30529,56.19242,-2.54287,"AS","Foraging",0.00358,0.95402
"2010-06-26",1,"Arctic",30530,56.19241,-2.54292,"AS","Foraging",0.00358,0.95094
"2010-06-26",1,"Arctic",30531,56.1924,-2.54298,"AS","Foraging",0.00358,0.94786
"2010-06-26",1,"Arctic",30532,56.1924,-2.54304,"AS","Foraging",0.00358,0.94479
"2010-06-26",1,"Arctic",30533,56.19239,-2.54309,"AS","Foraging",0.00358,0.94172
"2010-06-26",1,"Arctic",30534,56.19238,-2.54315,"AS","Foraging",0.00359,0.93865
"2010-06-26",1,"Arctic",30535,56.19236,-2.54319,"AS","Foraging",0.00359,0.93507
"2010-06-26",1,"Arctic",30536,56.19234,-2.54323,"AS","Foraging",0.00359,0.93148
"2010-06-26",1,"Arctic",30537,56.19231,-2.54327,"AS","Foraging",0.00359,0.92789
"2010-06-26",1,"Arctic",30538,56.19229,-2.54331,"AS","Foraging",0.00359,0.9243
"2010-06-26",1,"Arctic",30539,56.19227,-2.54335,"AS","Foraging",0.00349,0.92072
