"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50206,54.83924,-5.78018,"TS","Travelling",0.01117,2.02588,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50207,54.8393,-5.78032,"TS","Travelling",0.01129,2.03571,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50208,54.83935,-5.78047,"TS","Travelling",0.01129,2.04516,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50209,54.83941,-5.78062,"TS","Travelling",0.01129,2.05462,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50210,54.83946,-5.78077,"TS","Travelling",0.01129,2.06409,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50211,54.83951,-5.78092,"TS","Travelling",0.01129,2.07359,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50212,54.83957,-5.78107,"TS","Travelling",0.01221,2.08311,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50213,54.83962,-5.78123,"TS","Travelling",0.01221,2.09311,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50214,54.83967,-5.7814,"TS","Travelling",0.01221,2.10313,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50215,54.83973,-5.78157,"TS","Travelling",0.01221,2.11318,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50216,54.83978,-5.78173,"TS","Travelling",0.01221,2.12325,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50217,54.83983,-5.7819,"TS","Travelling",0.01332,2.13334,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50218,54.83989,-5.78208,"TS","Travelling",0.01332,2.14451,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50219,54.83995,-5.78226,"TS","Travelling",0.01332,2.1557,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50220,54.84001,-5.78244,"TS","Travelling",0.01332,2.16691,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50221,54.84007,-5.78262,"TS","Travelling",0.01332,2.17815,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50222,54.84013,-5.7828,"TS","Travelling",0.01295,2.18941,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50223,54.84019,-5.78298,"TS","Travelling",0.01295,2.20027,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50224,54.84025,-5.78315,"TS","Travelling",0.01295,2.21115,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50225,54.8403,-5.78333,"TS","Travelling",0.01295,2.22205,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50226,54.84036,-5.78351,"TS","Travelling",0.01295,2.23298,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50227,54.84042,-5.78368,"TS","Travelling",0.0126,2.24393,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50228,54.84047,-5.78386,"TS","Travelling",0.0126,2.25424,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50229,54.84052,-5.78404,"TS","Travelling",0.0126,2.26458,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50230,54.84057,-5.78421,"TS","Travelling",0.0126,2.27495,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50231,54.84062,-5.78439,"TS","Travelling",0.0126,2.28534,"Chick",1
