"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58034,54.73064,-5.59593,"AS","Foraging",0.00543,5.93128,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58035,54.73067,-5.596,"AS","Foraging",0.00799,5.93356,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58036,54.73072,-5.59608,"AS","Foraging",0.00799,5.93859,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58037,54.73078,-5.59615,"AS","Foraging",0.00799,5.94363,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58038,54.73084,-5.59623,"AS","Foraging",0.00799,5.94868,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58039,54.73089,-5.59631,"AS","Foraging",0.00799,5.95374,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58040,54.73095,-5.59638,"AS","Foraging",0.0089,5.9588,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58041,54.73103,-5.59642,"AS","Foraging",0.0089,5.96656,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58042,54.7311,-5.59646,"AS","Foraging",0.0089,5.97432,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58043,54.73118,-5.5965,"AS","Foraging",0.0089,5.98208,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58044,54.73126,-5.59654,"AS","Foraging",0.0089,5.98985,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58045,54.73133,-5.59658,"AS","Foraging",0.01092,5.99762,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58046,54.73143,-5.59661,"AS","Foraging",0.01092,6.00771,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58047,54.73153,-5.59664,"AS","Foraging",0.01092,6.0178,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58048,54.73162,-5.59667,"AS","Foraging",0.01092,6.0279,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58049,54.73172,-5.5967,"AS","Foraging",0,6.03799,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58050,54.73182,-5.59673,"DF","Travelling",0.0129,6.04809,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58051,54.73193,-5.59678,"DF","Travelling",0.0129,6.05982,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58052,54.73204,-5.59682,"DF","Travelling",0.0129,6.07156,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58053,54.73216,-5.59686,"DF","Travelling",0.0129,6.08331,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58054,54.73227,-5.59691,"DF","Travelling",0.0129,6.09505,"Incubation",1
